action_id,target_company,acquirer_company
982,INFY,AXISBANK
983,TCS,AXISBANK
984,ICICIBANK,RELIANCE
985,TCS,HDFCBANK
986,TCS,WIPRO
987,TCS,HDFCBANK
988,ICICIBANK,RELIANCE
989,SBIN,SBIN
990,ICICIBANK,HDFCBANK
991,RELIANCE,AXISBANK
992,ICICIBANK,AXISBANK
993,TCS,RELIANCE
994,SBIN,AXISBANK
995,AXISBANK,AXISBANK
996,AXISBANK,SBIN
997,HDFCBANK,RELIANCE
998,INFY,AXISBANK
999,HDFCBANK,TCS
1000,SBIN,INFY
1001,SBIN,HDFCBANK
1002,HDFCBANK,ICICIBANK
1003,ICICIBANK,INFY
1004,AXISBANK,SBIN
1005,INFY,INFY
1006,WIPRO,RELIANCE
1007,WIPRO,INFY
1008,HDFCBANK,SBIN
1009,WIPRO,WIPRO
1010,ICICIBANK,TCS
1011,INFY,HDFCBANK
1012,INFY,HDFCBANK
1013,WIPRO,INFY
1014,INFY,INFY
1015,ICICIBANK,SBIN
1016,AXISBANK,ICICIBANK
1017,WIPRO,HDFCBANK
1018,ICICIBANK,SBIN
1019,AXISBANK,WIPRO
1020,WIPRO,TCS
1021,INFY,TCS
1022,ICICIBANK,AXISBANK
1023,ICICIBANK,ICICIBANK
1024,ICICIBANK,TCS
1025,HDFCBANK,AXISBANK
1026,SBIN,HDFCBANK
1027,SBIN,INFY
1028,INFY,RELIANCE
1029,INFY,AXISBANK
1030,RELIANCE,RELIANCE
1031,HDFCBANK,SBIN
1032,HDFCBANK,ICICIBANK
1033,TCS,HDFCBANK
1034,TCS,RELIANCE
1035,HDFCBANK,ICICIBANK
1036,WIPRO,AXISBANK
1037,WIPRO,INFY
1038,AXISBANK,AXISBANK
1039,RELIANCE,HDFCBANK
1040,ICICIBANK,TCS
1041,RELIANCE,INFY
1042,WIPRO,SBIN
1043,SBIN,INFY
1044,ICICIBANK,RELIANCE
1045,WIPRO,ICICIBANK
1046,AXISBANK,SBIN
1047,WIPRO,HDFCBANK
1048,AXISBANK,RELIANCE
1049,ICICIBANK,TCS
1050,ICICIBANK,SBIN
1051,AXISBANK,INFY
1052,SBIN,HDFCBANK
1053,SBIN,SBIN
1054,AXISBANK,AXISBANK
1055,RELIANCE,INFY
1056,SBIN,AXISBANK
1057,WIPRO,AXISBANK
1058,AXISBANK,AXISBANK
1059,INFY,TCS
1060,ICICIBANK,SBIN
1061,TCS,RELIANCE
1062,HDFCBANK,RELIANCE
1063,AXISBANK,HDFCBANK
1064,SBIN,RELIANCE
1065,ICICIBANK,ICICIBANK
1066,ICICIBANK,AXISBANK
1067,AXISBANK,SBIN
1068,ICICIBANK,HDFCBANK
1069,SBIN,TCS
1070,ICICIBANK,INFY
1071,TCS,INFY
1072,AXISBANK,TCS
1073,AXISBANK,SBIN
1074,INFY,HDFCBANK
1075,ICICIBANK,INFY
1076,AXISBANK,INFY
1077,HDFCBANK,SBIN
1078,INFY,AXISBANK
1079,INFY,RELIANCE
1080,INFY,RELIANCE
1081,HDFCBANK,AXISBANK
1082,INFY,ICICIBANK
1083,TCS,AXISBANK
1084,SBIN,RELIANCE
1085,WIPRO,HDFCBANK
1086,AXISBANK,WIPRO
1087,SBIN,ICICIBANK
1088,HDFCBANK,AXISBANK
1089,AXISBANK,ICICIBANK
1090,RELIANCE,WIPRO
1091,SBIN,ICICIBANK
1092,RELIANCE,HDFCBANK
1093,ICICIBANK,AXISBANK
1094,INFY,AXISBANK
1095,SBIN,ICICIBANK
1096,ICICIBANK,HDFCBANK
1097,SBIN,AXISBANK
1098,AXISBANK,INFY
1099,SBIN,SBIN
1100,HDFCBANK,AXISBANK
1101,WIPRO,ICICIBANK
1102,SBIN,TCS
1103,WIPRO,AXISBANK
1104,SBIN,RELIANCE
1105,RELIANCE,WIPRO
1106,ICICIBANK,ICICIBANK
1107,TCS,INFY
1108,HDFCBANK,AXISBANK
1109,INFY,INFY
1110,HDFCBANK,AXISBANK
1111,SBIN,INFY
1112,INFY,AXISBANK
1113,WIPRO,HDFCBANK
1114,INFY,RELIANCE
1115,SBIN,TCS
1116,ICICIBANK,WIPRO
1117,WIPRO,RELIANCE
1118,HDFCBANK,RELIANCE
1119,ICICIBANK,ICICIBANK
1120,TCS,HDFCBANK
1121,RELIANCE,AXISBANK
1122,SBIN,RELIANCE
1123,ICICIBANK,SBIN
1124,INFY,INFY
1125,TCS,TCS
1126,RELIANCE,INFY
1127,WIPRO,INFY
1128,AXISBANK,ICICIBANK
1129,ICICIBANK,ICICIBANK
1130,WIPRO,INFY
1131,INFY,ICICIBANK
1132,TCS,WIPRO
1133,WIPRO,ICICIBANK
1134,TCS,AXISBANK
1135,RELIANCE,SBIN
1136,ICICIBANK,TCS
1137,INFY,INFY
1138,TCS,WIPRO
1139,RELIANCE,AXISBANK
1140,SBIN,ICICIBANK
1141,INFY,INFY
1142,TCS,AXISBANK
1143,SBIN,INFY
1144,ICICIBANK,HDFCBANK
1145,INFY,RELIANCE
1146,INFY,HDFCBANK
1147,TCS,ICICIBANK
1148,ICICIBANK,TCS
1149,RELIANCE,AXISBANK
1150,ICICIBANK,HDFCBANK
1151,WIPRO,RELIANCE
1152,ICICIBANK,WIPRO
1153,RELIANCE,RELIANCE
1154,WIPRO,INFY
1155,INFY,ICICIBANK
1156,RELIANCE,INFY
1157,HDFCBANK,AXISBANK
1158,AXISBANK,HDFCBANK
1159,AXISBANK,INFY
1160,RELIANCE,WIPRO
1161,INFY,HDFCBANK
1162,ICICIBANK,AXISBANK
1163,INFY,ICICIBANK
1164,AXISBANK,TCS
1165,SBIN,HDFCBANK
1166,SBIN,HDFCBANK
1167,WIPRO,SBIN
1168,RELIANCE,ICICIBANK
1169,INFY,AXISBANK
1170,TCS,ICICIBANK
1171,INFY,RELIANCE
1172,WIPRO,HDFCBANK
1173,INFY,HDFCBANK
1174,RELIANCE,ICICIBANK
1175,INFY,INFY
1176,INFY,TCS
1177,ICICIBANK,INFY
1178,WIPRO,SBIN
1179,AXISBANK,HDFCBANK
1180,SBIN,INFY
1181,SBIN,TCS
1182,INFY,SBIN
1183,TCS,AXISBANK
1184,HDFCBANK,SBIN
1185,ICICIBANK,AXISBANK
1186,WIPRO,RELIANCE
1187,RELIANCE,WIPRO
1188,AXISBANK,HDFCBANK
1189,RELIANCE,WIPRO
1190,HDFCBANK,TCS
1191,AXISBANK,ICICIBANK
1192,INFY,HDFCBANK
1193,WIPRO,HDFCBANK
1194,SBIN,RELIANCE
1195,WIPRO,SBIN
1196,TCS,INFY
1197,TCS,WIPRO
1198,TCS,AXISBANK
1199,INFY,WIPRO
1200,RELIANCE,HDFCBANK
1201,ICICIBANK,ICICIBANK
1202,WIPRO,WIPRO
1203,WIPRO,AXISBANK
1204,ICICIBANK,INFY
1205,ICICIBANK,WIPRO
1206,WIPRO,AXISBANK
1207,INFY,INFY
1208,AXISBANK,WIPRO
1209,ICICIBANK,WIPRO
1210,HDFCBANK,RELIANCE
1211,TCS,TCS
1212,ICICIBANK,HDFCBANK
1213,INFY,AXISBANK
1214,RELIANCE,TCS
1215,ICICIBANK,INFY
1216,INFY,TCS
1217,HDFCBANK,TCS
1218,INFY,RELIANCE
1219,TCS,RELIANCE
1220,HDFCBANK,ICICIBANK
1221,INFY,HDFCBANK
1222,AXISBANK,TCS
1223,SBIN,WIPRO
1224,WIPRO,HDFCBANK
1225,SBIN,RELIANCE
1226,AXISBANK,INFY
1227,HDFCBANK,SBIN
1228,RELIANCE,HDFCBANK
1229,WIPRO,TCS
1230,TCS,HDFCBANK
1231,TCS,TCS
1232,INFY,SBIN
1233,RELIANCE,WIPRO
1234,RELIANCE,RELIANCE
1235,WIPRO,HDFCBANK
1236,INFY,SBIN
1237,SBIN,WIPRO
1238,TCS,SBIN
1239,SBIN,WIPRO
1240,ICICIBANK,HDFCBANK
1241,HDFCBANK,TCS
1242,AXISBANK,AXISBANK
1243,SBIN,INFY
1244,TCS,TCS
1245,SBIN,RELIANCE
1246,RELIANCE,HDFCBANK
1247,INFY,WIPRO
1248,INFY,ICICIBANK
1249,INFY,TCS
1250,ICICIBANK,HDFCBANK
1251,HDFCBANK,TCS
1252,ICICIBANK,AXISBANK
1253,SBIN,HDFCBANK
1254,WIPRO,INFY
1255,RELIANCE,INFY
1256,RELIANCE,ICICIBANK
1257,AXISBANK,RELIANCE
1258,TCS,RELIANCE
1259,SBIN,ICICIBANK
1260,SBIN,INFY
1261,INFY,AXISBANK
1262,INFY,ICICIBANK
1263,AXISBANK,ICICIBANK
1264,WIPRO,INFY
1265,TCS,WIPRO
1266,TCS,ICICIBANK
1267,ICICIBANK,WIPRO
1268,SBIN,SBIN
1269,ICICIBANK,AXISBANK
1270,RELIANCE,TCS
1271,INFY,WIPRO
1272,SBIN,INFY
1273,ICICIBANK,INFY
1274,HDFCBANK,TCS
1275,AXISBANK,RELIANCE
1276,RELIANCE,RELIANCE
1277,INFY,TCS
1278,ICICIBANK,SBIN
1279,RELIANCE,WIPRO
1280,WIPRO,ICICIBANK
1281,INFY,WIPRO
1282,HDFCBANK,SBIN
1283,SBIN,RELIANCE
1284,WIPRO,INFY
1285,AXISBANK,ICICIBANK
1286,ICICIBANK,AXISBANK
1287,TCS,AXISBANK
1288,AXISBANK,TCS
1289,SBIN,WIPRO
1290,SBIN,INFY
1291,HDFCBANK,HDFCBANK
1292,AXISBANK,RELIANCE
1293,INFY,WIPRO
1294,TCS,INFY
1295,INFY,AXISBANK
1296,SBIN,ICICIBANK
1297,WIPRO,TCS
1298,RELIANCE,HDFCBANK
1299,HDFCBANK,WIPRO
1300,SBIN,AXISBANK
1301,TCS,WIPRO
1302,SBIN,TCS
1303,AXISBANK,AXISBANK
1304,AXISBANK,TCS
1305,HDFCBANK,INFY
1306,SBIN,RELIANCE
1307,HDFCBANK,RELIANCE
1308,ICICIBANK,INFY
1309,WIPRO,TCS
1310,RELIANCE,INFY
1311,TCS,HDFCBANK
1312,ICICIBANK,RELIANCE
1313,SBIN,ICICIBANK
1314,ICICIBANK,HDFCBANK
1315,AXISBANK,ICICIBANK
1316,INFY,TCS
1317,SBIN,INFY
1318,WIPRO,HDFCBANK
1319,AXISBANK,WIPRO
1320,ICICIBANK,SBIN
1321,SBIN,ICICIBANK
1322,SBIN,RELIANCE
1323,TCS,RELIANCE
1324,WIPRO,AXISBANK
1325,HDFCBANK,AXISBANK
1326,SBIN,WIPRO
1327,AXISBANK,TCS
1328,ICICIBANK,RELIANCE
1329,INFY,ICICIBANK
1330,AXISBANK,RELIANCE
1331,INFY,INFY
1332,HDFCBANK,RELIANCE
1333,TCS,SBIN
1334,SBIN,WIPRO
1335,ICICIBANK,ICICIBANK
1336,HDFCBANK,ICICIBANK
1337,TCS,WIPRO
1338,HDFCBANK,HDFCBANK
1339,WIPRO,WIPRO
1340,RELIANCE,WIPRO
1341,TCS,INFY
1342,AXISBANK,WIPRO
1343,ICICIBANK,HDFCBANK
1344,SBIN,RELIANCE
1345,INFY,HDFCBANK
1346,ICICIBANK,TCS
1347,SBIN,ICICIBANK
1348,HDFCBANK,RELIANCE
1349,SBIN,WIPRO
1350,WIPRO,WIPRO
1351,AXISBANK,ICICIBANK
1352,INFY,TCS
1353,AXISBANK,WIPRO
1354,TCS,ICICIBANK
1355,HDFCBANK,AXISBANK
1356,RELIANCE,HDFCBANK
1357,WIPRO,AXISBANK
1358,WIPRO,ICICIBANK
1359,ICICIBANK,INFY
1360,RELIANCE,RELIANCE
1361,TCS,SBIN
1362,INFY,TCS
1363,HDFCBANK,SBIN
1364,HDFCBANK,ICICIBANK
1365,SBIN,HDFCBANK
1366,TCS,TCS
1367,ICICIBANK,ICICIBANK
1368,WIPRO,RELIANCE
1369,RELIANCE,ICICIBANK
1370,HDFCBANK,SBIN
1371,TCS,TCS
1372,INFY,TCS
1373,RELIANCE,RELIANCE
1374,AXISBANK,RELIANCE
1375,ICICIBANK,RELIANCE
1376,SBIN,INFY
1377,TCS,AXISBANK
1378,AXISBANK,HDFCBANK
1379,AXISBANK,AXISBANK
1380,INFY,WIPRO
1381,HDFCBANK,WIPRO
1382,HDFCBANK,WIPRO
1383,RELIANCE,RELIANCE
1384,SBIN,HDFCBANK
1385,SBIN,TCS
1386,HDFCBANK,TCS
1387,HDFCBANK,HDFCBANK
1388,INFY,AXISBANK
1389,TCS,AXISBANK
1390,WIPRO,AXISBANK
1391,ICICIBANK,INFY
1392,INFY,ICICIBANK
1393,ICICIBANK,HDFCBANK
1394,TCS,TCS
1395,WIPRO,INFY
1396,TCS,SBIN
1397,INFY,WIPRO
1398,RELIANCE,WIPRO
1399,SBIN,INFY
1400,RELIANCE,AXISBANK
1401,INFY,INFY
1402,WIPRO,HDFCBANK
1403,INFY,ICICIBANK
1404,AXISBANK,WIPRO
1405,WIPRO,SBIN
1406,SBIN,ICICIBANK
1407,INFY,WIPRO
1408,AXISBANK,RELIANCE
1409,RELIANCE,AXISBANK
1410,SBIN,SBIN
1411,HDFCBANK,WIPRO
1412,AXISBANK,RELIANCE
1413,INFY,AXISBANK
1414,HDFCBANK,RELIANCE
1415,INFY,TCS
1416,SBIN,HDFCBANK
1417,RELIANCE,ICICIBANK
1418,TCS,RELIANCE
1419,AXISBANK,AXISBANK
1420,WIPRO,RELIANCE
1421,AXISBANK,AXISBANK
1422,TCS,INFY
1423,AXISBANK,WIPRO
1424,ICICIBANK,SBIN
1425,WIPRO,ICICIBANK
1426,SBIN,ICICIBANK
1427,ICICIBANK,ICICIBANK
1428,ICICIBANK,AXISBANK
1429,INFY,TCS
1430,AXISBANK,AXISBANK
1431,TCS,INFY
1432,ICICIBANK,HDFCBANK
1433,HDFCBANK,HDFCBANK
1434,AXISBANK,SBIN
1435,WIPRO,SBIN
1436,AXISBANK,INFY
1437,WIPRO,RELIANCE
1438,TCS,AXISBANK
1439,RELIANCE,SBIN
1440,WIPRO,RELIANCE
1441,HDFCBANK,ICICIBANK
1442,ICICIBANK,SBIN
1443,AXISBANK,WIPRO
1444,WIPRO,INFY
1445,TCS,SBIN
1446,AXISBANK,ICICIBANK
1447,INFY,RELIANCE
1448,RELIANCE,INFY
1449,TCS,RELIANCE
1450,HDFCBANK,AXISBANK
1451,SBIN,SBIN
1452,INFY,TCS
1453,TCS,RELIANCE
1454,ICICIBANK,TCS
1455,ICICIBANK,TCS
1456,ICICIBANK,HDFCBANK
1457,ICICIBANK,ICICIBANK
1458,ICICIBANK,ICICIBANK
1459,TCS,ICICIBANK
1460,AXISBANK,INFY
1461,RELIANCE,ICICIBANK
1462,ICICIBANK,WIPRO
1463,SBIN,RELIANCE
1464,HDFCBANK,RELIANCE
1465,RELIANCE,SBIN
1466,SBIN,INFY
1467,ICICIBANK,AXISBANK
1468,ICICIBANK,TCS
1469,INFY,RELIANCE
1470,SBIN,RELIANCE
1471,AXISBANK,RELIANCE
1472,INFY,SBIN
1473,ICICIBANK,ICICIBANK
1474,AXISBANK,HDFCBANK
1475,HDFCBANK,INFY
1476,INFY,INFY
1477,INFY,SBIN
1478,WIPRO,ICICIBANK
1479,HDFCBANK,SBIN
1480,INFY,RELIANCE
1481,TCS,ICICIBANK
1482,HDFCBANK,ICICIBANK
1483,WIPRO,HDFCBANK
1484,INFY,SBIN
1485,TCS,WIPRO
1486,ICICIBANK,AXISBANK
1487,AXISBANK,ICICIBANK
1488,WIPRO,AXISBANK
1489,INFY,HDFCBANK
1490,WIPRO,HDFCBANK
1491,AXISBANK,RELIANCE
1492,WIPRO,WIPRO
1493,SBIN,WIPRO
1494,WIPRO,INFY
1495,RELIANCE,ICICIBANK
1496,AXISBANK,RELIANCE
1497,SBIN,ICICIBANK
1498,TCS,WIPRO
1499,WIPRO,AXISBANK
1500,ICICIBANK,WIPRO
1501,SBIN,HDFCBANK
1502,WIPRO,SBIN
1503,AXISBANK,TCS
1504,WIPRO,INFY
1505,RELIANCE,WIPRO
1506,WIPRO,AXISBANK
1507,INFY,AXISBANK
1508,ICICIBANK,ICICIBANK
1509,SBIN,TCS
1510,HDFCBANK,ICICIBANK
1511,SBIN,AXISBANK
1512,SBIN,AXISBANK
1513,INFY,HDFCBANK
1514,SBIN,SBIN
1515,TCS,RELIANCE
1516,SBIN,ICICIBANK
1517,TCS,AXISBANK
1518,WIPRO,SBIN
1519,TCS,INFY
1520,TCS,RELIANCE
1521,HDFCBANK,TCS
1522,TCS,ICICIBANK
1523,HDFCBANK,TCS
1524,AXISBANK,HDFCBANK
1525,TCS,ICICIBANK
1526,ICICIBANK,HDFCBANK
1527,INFY,HDFCBANK
1528,WIPRO,AXISBANK
1529,TCS,ICICIBANK
1530,HDFCBANK,INFY
1531,RELIANCE,TCS
1532,WIPRO,SBIN
1533,WIPRO,RELIANCE
1534,AXISBANK,SBIN
1535,TCS,SBIN
1536,INFY,TCS
1537,AXISBANK,SBIN
1538,AXISBANK,AXISBANK
1539,HDFCBANK,SBIN
1540,INFY,HDFCBANK
1541,SBIN,TCS
1542,AXISBANK,AXISBANK
1543,RELIANCE,HDFCBANK
1544,TCS,WIPRO
1545,ICICIBANK,SBIN
1546,RELIANCE,HDFCBANK
1547,RELIANCE,RELIANCE
1548,RELIANCE,INFY
1549,SBIN,HDFCBANK
1550,TCS,INFY
1551,ICICIBANK,TCS
1552,WIPRO,AXISBANK
1553,ICICIBANK,HDFCBANK
1554,RELIANCE,AXISBANK
1555,ICICIBANK,SBIN
1556,TCS,SBIN
1557,SBIN,INFY
1558,SBIN,INFY
1559,WIPRO,HDFCBANK
1560,TCS,HDFCBANK
1561,AXISBANK,INFY
1562,HDFCBANK,ICICIBANK
1563,HDFCBANK,WIPRO
1564,ICICIBANK,SBIN
1565,HDFCBANK,WIPRO
1566,AXISBANK,ICICIBANK
1567,TCS,HDFCBANK
1568,TCS,TCS
1569,RELIANCE,ICICIBANK
1570,HDFCBANK,TCS
1571,SBIN,AXISBANK
1572,SBIN,RELIANCE
1573,RELIANCE,RELIANCE
1574,HDFCBANK,INFY
1575,HDFCBANK,ICICIBANK
1576,SBIN,SBIN
1577,SBIN,SBIN
1578,TCS,SBIN
1579,HDFCBANK,ICICIBANK
1580,ICICIBANK,ICICIBANK
1581,RELIANCE,WIPRO
1582,AXISBANK,INFY
1583,AXISBANK,ICICIBANK
1584,TCS,RELIANCE
1585,AXISBANK,AXISBANK
1586,SBIN,SBIN
1587,ICICIBANK,SBIN
1588,INFY,TCS
1589,SBIN,INFY
1590,WIPRO,RELIANCE
1591,TCS,ICICIBANK
1592,HDFCBANK,SBIN
1593,ICICIBANK,ICICIBANK
1594,TCS,RELIANCE
1595,AXISBANK,AXISBANK
1596,HDFCBANK,HDFCBANK
1597,INFY,AXISBANK
1598,SBIN,ICICIBANK
1599,ICICIBANK,TCS
1600,HDFCBANK,INFY
1601,SBIN,WIPRO
1602,ICICIBANK,HDFCBANK
1603,SBIN,SBIN
1604,RELIANCE,RELIANCE
1605,WIPRO,RELIANCE
1606,INFY,TCS
1607,SBIN,HDFCBANK
1608,ICICIBANK,AXISBANK
1609,SBIN,ICICIBANK
1610,ICICIBANK,AXISBANK
1611,INFY,TCS
1612,ICICIBANK,TCS
1613,SBIN,SBIN
1614,INFY,ICICIBANK
1615,HDFCBANK,INFY
1616,HDFCBANK,HDFCBANK
1617,SBIN,WIPRO
1618,AXISBANK,AXISBANK
1619,HDFCBANK,RELIANCE
1620,RELIANCE,RELIANCE
1621,WIPRO,INFY
1622,INFY,TCS
1623,TCS,AXISBANK
1624,TCS,AXISBANK
1625,ICICIBANK,WIPRO
1626,TCS,TCS
1627,ICICIBANK,WIPRO
1628,HDFCBANK,RELIANCE
1629,ICICIBANK,WIPRO
1630,TCS,WIPRO
1631,INFY,AXISBANK
1632,RELIANCE,HDFCBANK
1633,TCS,TCS
1634,ICICIBANK,AXISBANK
1635,RELIANCE,RELIANCE
1636,INFY,WIPRO
1637,RELIANCE,RELIANCE
1638,SBIN,WIPRO
1639,WIPRO,AXISBANK
1640,SBIN,HDFCBANK
1641,INFY,RELIANCE
1642,RELIANCE,RELIANCE
1643,HDFCBANK,RELIANCE
1644,WIPRO,SBIN
1645,RELIANCE,HDFCBANK
1646,HDFCBANK,WIPRO
1647,AXISBANK,WIPRO
1648,WIPRO,TCS
1649,ICICIBANK,RELIANCE
1650,AXISBANK,HDFCBANK
1651,TCS,SBIN
1652,HDFCBANK,INFY
1653,WIPRO,HDFCBANK
1654,AXISBANK,AXISBANK
1655,AXISBANK,INFY
1656,TCS,RELIANCE
1657,WIPRO,SBIN
1658,HDFCBANK,AXISBANK
1659,TCS,HDFCBANK
1660,SBIN,RELIANCE
1661,AXISBANK,AXISBANK
1662,WIPRO,INFY
1663,WIPRO,SBIN
1664,WIPRO,HDFCBANK
1665,RELIANCE,TCS
1666,INFY,WIPRO
1667,SBIN,AXISBANK
1668,HDFCBANK,SBIN
1669,TCS,WIPRO
1670,AXISBANK,WIPRO
1671,WIPRO,AXISBANK
1672,TCS,INFY
1673,RELIANCE,RELIANCE
1674,RELIANCE,RELIANCE
1675,ICICIBANK,RELIANCE
1676,SBIN,INFY
1677,ICICIBANK,ICICIBANK
1678,RELIANCE,HDFCBANK
1679,INFY,RELIANCE
1680,AXISBANK,AXISBANK
1681,INFY,ICICIBANK
1682,AXISBANK,HDFCBANK
1683,ICICIBANK,SBIN
1684,WIPRO,INFY
1685,HDFCBANK,HDFCBANK
1686,INFY,ICICIBANK
1687,ICICIBANK,ICICIBANK
1688,INFY,RELIANCE
1689,TCS,HDFCBANK
1690,RELIANCE,SBIN
1691,SBIN,INFY
1692,ICICIBANK,HDFCBANK
1693,INFY,INFY
1694,RELIANCE,TCS
1695,RELIANCE,HDFCBANK
1696,HDFCBANK,INFY
1697,AXISBANK,INFY
1698,HDFCBANK,HDFCBANK
1699,AXISBANK,AXISBANK
1700,AXISBANK,AXISBANK
1701,TCS,ICICIBANK
1702,AXISBANK,HDFCBANK
1703,ICICIBANK,TCS
1704,ICICIBANK,AXISBANK
1705,TCS,ICICIBANK
1706,TCS,INFY
1707,AXISBANK,SBIN
1708,TCS,ICICIBANK
1709,SBIN,ICICIBANK
1710,INFY,AXISBANK
1711,HDFCBANK,ICICIBANK
1712,TCS,AXISBANK
1713,SBIN,HDFCBANK
1714,SBIN,TCS
1715,AXISBANK,SBIN
1716,INFY,SBIN
1717,HDFCBANK,WIPRO
1718,TCS,TCS
1719,SBIN,HDFCBANK
1720,AXISBANK,AXISBANK
1721,HDFCBANK,HDFCBANK
1722,SBIN,RELIANCE
1723,TCS,ICICIBANK
1724,RELIANCE,ICICIBANK
1725,ICICIBANK,WIPRO
1726,RELIANCE,AXISBANK
1727,WIPRO,WIPRO
1728,AXISBANK,INFY
1729,INFY,WIPRO
1730,INFY,RELIANCE
1731,ICICIBANK,SBIN
1732,ICICIBANK,AXISBANK
1733,INFY,RELIANCE
1734,TCS,INFY
1735,HDFCBANK,WIPRO
1736,INFY,ICICIBANK
1737,SBIN,AXISBANK
1738,ICICIBANK,HDFCBANK
1739,RELIANCE,ICICIBANK
1740,ICICIBANK,HDFCBANK
1741,HDFCBANK,ICICIBANK
1742,AXISBANK,RELIANCE
1743,HDFCBANK,INFY
1744,SBIN,TCS
1745,ICICIBANK,RELIANCE
1746,WIPRO,SBIN
1747,WIPRO,ICICIBANK
1748,WIPRO,WIPRO
1749,ICICIBANK,SBIN
1750,AXISBANK,HDFCBANK
1751,HDFCBANK,INFY
1752,SBIN,HDFCBANK
1753,WIPRO,WIPRO
1754,HDFCBANK,HDFCBANK
1755,SBIN,WIPRO
1756,ICICIBANK,SBIN
1757,ICICIBANK,WIPRO
1758,ICICIBANK,TCS
1759,SBIN,AXISBANK
1760,WIPRO,AXISBANK
1761,WIPRO,TCS
1762,SBIN,HDFCBANK
1763,HDFCBANK,ICICIBANK
1764,INFY,TCS
1765,WIPRO,TCS
1766,RELIANCE,SBIN
1767,ICICIBANK,SBIN
1768,ICICIBANK,SBIN
1769,WIPRO,SBIN
1770,AXISBANK,RELIANCE
1771,RELIANCE,TCS
1772,WIPRO,TCS
1773,RELIANCE,WIPRO
1774,INFY,AXISBANK
1775,SBIN,WIPRO
1776,AXISBANK,ICICIBANK
1777,HDFCBANK,SBIN
1778,WIPRO,TCS
1779,AXISBANK,SBIN
1780,AXISBANK,ICICIBANK
1781,INFY,WIPRO
1782,TCS,HDFCBANK
1783,ICICIBANK,RELIANCE
1784,TCS,ICICIBANK
1785,WIPRO,WIPRO
1786,RELIANCE,HDFCBANK
1787,RELIANCE,ICICIBANK
1788,HDFCBANK,SBIN
1789,SBIN,TCS
1790,TCS,HDFCBANK
1791,AXISBANK,INFY
1792,WIPRO,TCS
1793,SBIN,ICICIBANK
1794,INFY,TCS
1795,INFY,WIPRO
1796,INFY,RELIANCE
1797,SBIN,TCS
1798,SBIN,WIPRO
1799,WIPRO,INFY
1800,WIPRO,SBIN
1801,HDFCBANK,SBIN
1802,ICICIBANK,HDFCBANK
1803,TCS,HDFCBANK
1804,SBIN,HDFCBANK
1805,TCS,INFY
1806,ICICIBANK,RELIANCE
1807,INFY,ICICIBANK
1808,WIPRO,RELIANCE
1809,TCS,TCS
1810,WIPRO,AXISBANK
1811,WIPRO,ICICIBANK
1812,INFY,TCS
1813,INFY,HDFCBANK
1814,INFY,SBIN
1815,HDFCBANK,INFY
1816,HDFCBANK,ICICIBANK
1817,ICICIBANK,WIPRO
1818,SBIN,HDFCBANK
1819,INFY,RELIANCE
1820,TCS,INFY
1821,AXISBANK,INFY
1822,WIPRO,HDFCBANK
1823,SBIN,INFY
1824,HDFCBANK,INFY
1825,SBIN,SBIN
1826,TCS,HDFCBANK
1827,ICICIBANK,AXISBANK
1828,ICICIBANK,TCS
1829,WIPRO,HDFCBANK
1830,AXISBANK,SBIN
1831,WIPRO,ICICIBANK
1832,INFY,TCS
1833,WIPRO,SBIN
1834,HDFCBANK,AXISBANK
1835,HDFCBANK,ICICIBANK
1836,WIPRO,SBIN
1837,RELIANCE,HDFCBANK
1838,INFY,SBIN
1839,ICICIBANK,ICICIBANK
1840,RELIANCE,ICICIBANK
1841,TCS,RELIANCE
1842,TCS,ICICIBANK
1843,AXISBANK,RELIANCE
1844,AXISBANK,WIPRO
1845,RELIANCE,AXISBANK
1846,SBIN,ICICIBANK
1847,RELIANCE,AXISBANK
1848,RELIANCE,HDFCBANK
1849,TCS,WIPRO
1850,WIPRO,ICICIBANK
1851,INFY,SBIN
1852,INFY,TCS
1853,AXISBANK,HDFCBANK
1854,SBIN,RELIANCE
1855,SBIN,INFY
1856,WIPRO,ICICIBANK
1857,INFY,AXISBANK
1858,HDFCBANK,TCS
1859,HDFCBANK,INFY
1860,RELIANCE,INFY
1861,RELIANCE,AXISBANK
1862,RELIANCE,AXISBANK
1863,ICICIBANK,HDFCBANK
1864,RELIANCE,RELIANCE
1865,ICICIBANK,INFY
1866,RELIANCE,RELIANCE
1867,ICICIBANK,HDFCBANK
1868,SBIN,INFY
1869,WIPRO,AXISBANK
1870,WIPRO,SBIN
1871,TCS,TCS
1872,INFY,AXISBANK
1873,INFY,TCS
1874,ICICIBANK,HDFCBANK
1875,HDFCBANK,ICICIBANK
1876,SBIN,SBIN
1877,TCS,TCS
1878,RELIANCE,SBIN
1879,INFY,ICICIBANK
1880,AXISBANK,AXISBANK
1881,RELIANCE,SBIN
1882,SBIN,HDFCBANK
1883,HDFCBANK,RELIANCE
1884,WIPRO,WIPRO
1885,HDFCBANK,RELIANCE
1886,HDFCBANK,TCS
1887,WIPRO,ICICIBANK
1888,HDFCBANK,AXISBANK
1889,HDFCBANK,ICICIBANK
1890,TCS,ICICIBANK
1891,RELIANCE,RELIANCE
1892,RELIANCE,WIPRO
1893,ICICIBANK,INFY
1894,INFY,ICICIBANK
1895,SBIN,RELIANCE
