action_id,dividend_amount,currency
1498,16.29,USD
1499,7.31,USD
1500,25.52,USD
1501,33.7,INR
1502,46.31,USD
1503,12.45,USD
1504,8.18,INR
1505,17.67,INR
1506,6.97,INR
1507,38.17,INR
1508,29.8,USD
1509,33.49,INR
1510,42.73,INR
1511,41.66,INR
1512,33.77,INR
1513,38.59,INR
1514,39.24,INR
1515,42.21,USD
1516,27.89,INR
1517,47.65,USD
1518,7.03,USD
1519,19.36,INR
1520,42.2,INR
1521,45.02,USD
1522,45.47,USD
1523,39.17,INR
1524,8.63,USD
1525,9.79,INR
1526,13.38,USD
1527,30.75,INR
1528,41.33,INR
1529,16.26,USD
1530,29.26,INR
1531,37.16,USD
1532,47.07,INR
1533,40.23,USD
1534,33.32,INR
1535,11.66,INR
1536,29.01,INR
1537,10.77,USD
1538,26.95,USD
1539,11.86,INR
1540,9.36,USD
1541,33.71,USD
1542,27.6,USD
1543,41.29,INR
1544,27.72,INR
1545,19.21,USD
1546,33.94,INR
1547,24.08,INR
1548,28.76,INR
1549,40.69,USD
1550,34.64,USD
1551,9.19,USD
1552,23.6,USD
1553,8.23,INR
1554,21.39,USD
1555,16.14,USD
1556,24.67,USD
1557,28.01,INR
1558,25.13,USD
1559,13.08,INR
1560,40.51,INR
1561,38.64,INR
1562,6.3,USD
1563,15.93,USD
1564,43.76,USD
1565,27.04,USD
1566,15.4,USD
1567,37.32,INR
1568,20.59,USD
1569,25.97,USD
1570,43.7,USD
1571,40.82,INR
1572,40.98,INR
1573,21.96,INR
1574,30.05,INR
1575,11.98,USD
1576,49.48,INR
1577,7.59,INR
1578,49.06,USD
1579,31.41,INR
1580,49.74,INR
1581,48.73,USD
1582,48.49,USD
1583,39.12,USD
1584,38.34,USD
1585,19.42,USD
1586,46.26,USD
1587,10.62,INR
1588,37.77,INR
1589,10.76,INR
1590,30.09,INR
1591,15.31,INR
1592,16.15,INR
1593,20.64,INR
1594,30.36,USD
1595,16.89,USD
1596,25.63,USD
1597,11.47,INR
1598,25.03,INR
1599,17.25,USD
1600,28.57,INR
1601,47.26,USD
1602,12.46,USD
1603,10.45,INR
1604,22.68,USD
1605,17.54,USD
1606,35.88,USD
1607,18.46,USD
1608,11.56,INR
1609,26.01,USD
1610,9.54,INR
1611,37.59,INR
1612,11.57,INR
1613,9.4,INR
1614,20.68,INR
1615,24.76,INR
1616,21.16,INR
1617,12.8,INR
1618,15.22,INR
1619,37.72,INR
1620,24.45,USD
1621,32.93,USD
1622,31.12,USD
1623,48.69,USD
1624,24.93,USD
1625,14.82,INR
1626,17.76,INR
1627,13.81,INR
1628,48.0,USD
1629,33.37,INR
1630,10.93,INR
1631,21.26,INR
1632,46.36,INR
1633,40.69,USD
1634,28.92,USD
1635,46.45,INR
1636,44.01,USD
1637,34.39,INR
1638,14.54,INR
1639,15.06,INR
1640,32.27,USD
1641,36.71,INR
1642,40.1,USD
1643,22.79,INR
1644,34.31,INR
1645,8.61,USD
1646,13.17,INR
1647,18.72,INR
1648,28.09,USD
1649,33.16,INR
1650,34.52,INR
1651,9.9,USD
1652,46.24,USD
1653,40.93,INR
1654,14.43,INR
1655,15.52,INR
1656,46.89,INR
1657,49.17,INR
1658,41.59,INR
1659,14.5,USD
1660,21.49,USD
1661,6.59,INR
1662,40.06,USD
1663,20.43,USD
1664,12.4,USD
1665,34.52,INR
1666,28.3,USD
1667,38.68,INR
1668,35.4,INR
1669,47.93,USD
1670,42.99,INR
1671,13.4,USD
1672,34.05,USD
1673,5.85,INR
1674,20.15,INR
1675,13.09,INR
1676,48.87,USD
1677,25.7,INR
1678,13.4,INR
1679,41.8,USD
1680,39.3,USD
1681,18.64,USD
1682,37.04,USD
1683,10.15,USD
1684,12.85,USD
1685,9.89,USD
1686,44.81,INR
1687,5.26,USD
1688,17.06,INR
1689,26.1,USD
1690,36.96,USD
1691,11.79,USD
1692,33.43,USD
1693,43.2,USD
1694,43.19,USD
1695,44.55,USD
1696,9.22,USD
1697,23.15,INR
1698,32.86,INR
1699,19.63,INR
1700,28.48,USD
1701,40.7,INR
1702,20.28,USD
1703,49.88,INR
1704,27.08,USD
1705,49.09,INR
1706,30.09,USD
1707,33.73,USD
1708,42.06,INR
1709,38.18,USD
1710,8.19,INR
1711,34.66,INR
1712,43.49,INR
1713,42.18,USD
1714,21.45,INR
1715,47.38,INR
1716,41.15,USD
1717,29.16,INR
1718,30.17,INR
1719,23.24,USD
1720,38.59,USD
1721,34.23,USD
1722,43.17,INR
1723,48.64,INR
1724,11.49,USD
1725,34.06,INR
1726,14.33,USD
1727,15.58,INR
1728,12.24,INR
1729,18.44,INR
1730,17.15,INR
1731,20.29,USD
1732,36.84,USD
1733,43.27,USD
1734,18.92,USD
1735,23.85,INR
1736,22.98,INR
1737,39.06,USD
1738,21.17,USD
1739,46.13,USD
1740,36.73,USD
1741,20.07,INR
1742,47.59,USD
1743,35.63,INR
1744,36.07,USD
1745,25.45,INR
1746,13.42,INR
1747,36.13,USD
1748,34.25,INR
1749,28.7,INR
1750,7.25,USD
1751,8.39,INR
1752,35.62,USD
1753,45.76,INR
1754,23.89,INR
1755,27.72,INR
1756,11.58,USD
1757,44.06,INR
1758,12.83,INR
1759,31.37,INR
1760,22.38,INR
1761,12.07,USD
1762,5.96,USD
1763,17.73,INR
1764,46.51,USD
1765,25.29,USD
1766,17.91,USD
1767,32.07,INR
1768,15.23,INR
1769,11.84,INR
1770,13.83,INR
1771,18.32,INR
1772,48.68,INR
1773,42.31,USD
1774,7.15,USD
1775,41.18,INR
1776,8.73,INR
1777,45.03,INR
1778,8.03,INR
1779,23.95,USD
1780,13.93,INR
1781,30.1,INR
1782,25.49,USD
1783,26.99,INR
1784,25.89,INR
1785,16.29,INR
1786,13.94,INR
1787,12.75,USD
1788,16.15,USD
1789,40.44,INR
1790,27.4,USD
1791,14.28,INR
1792,46.1,INR
1793,30.96,INR
1794,15.85,USD
1795,17.66,INR
1796,49.77,USD
1797,13.33,INR
1798,32.82,USD
1799,34.24,USD
1800,10.25,INR
1801,23.53,INR
1802,23.96,USD
1803,43.09,USD
1804,44.2,INR
1805,17.57,USD
1806,10.43,USD
1807,27.45,INR
1808,18.38,INR
1809,45.16,USD
1810,7.47,USD
1811,33.22,USD
1812,40.87,INR
1813,29.68,INR
1814,17.21,USD
1815,46.57,USD
1816,42.65,USD
1817,36.89,INR
1818,11.93,USD
1819,26.31,USD
1820,9.19,USD
1821,17.81,USD
1822,5.59,INR
1823,24.09,INR
1824,21.26,INR
1825,39.63,USD
1826,47.7,USD
1827,20.26,INR
1828,34.07,INR
1829,47.94,INR
1830,5.41,INR
1831,30.18,INR
1832,17.18,USD
1833,9.95,USD
1834,8.86,USD
1835,43.49,USD
1836,26.79,USD
1837,32.21,INR
1838,27.92,USD
1839,17.05,USD
1840,10.86,USD
1841,27.48,INR
1842,46.07,INR
1843,17.65,INR
1844,6.6,USD
1845,16.85,USD
1846,37.41,INR
1847,34.41,USD
1848,37.44,INR
1849,41.56,INR
1850,8.47,INR
1851,20.32,USD
1852,43.14,USD
1853,16.26,INR
1854,24.52,INR
1855,25.52,INR
1856,34.05,USD
1857,46.23,INR
1858,49.71,USD
1859,37.88,INR
1860,11.4,INR
1861,32.59,USD
1862,26.98,USD
1863,30.31,USD
1864,40.3,INR
1865,28.03,INR
1866,18.7,USD
1867,15.95,USD
1868,30.85,USD
1869,31.52,USD
1870,31.21,INR
1871,38.4,USD
1872,19.98,INR
1873,5.61,INR
1874,7.87,USD
1875,24.61,INR
1876,10.74,USD
1877,10.64,INR
1878,47.47,INR
1879,9.96,USD
1880,11.03,USD
1881,48.85,INR
1882,24.93,USD
1883,24.65,INR
1884,22.52,USD
1885,29.27,INR
1886,32.9,USD
1887,25.03,INR
1888,25.0,INR
1889,24.03,USD
1890,33.15,INR
1891,18.27,INR
1892,18.21,USD
1893,40.31,INR
1894,34.94,USD
1895,46.05,USD
1896,17.28,USD
1897,36.14,USD
1898,8.4,INR
1899,33.87,INR
1900,35.69,USD
1901,15.88,USD
1902,49.34,INR
1903,7.4,USD
1904,32.59,USD
1905,15.44,INR
1906,38.91,USD
1907,7.08,USD
1908,18.8,INR
1909,33.81,USD
1910,30.26,INR
1911,21.74,USD
1912,18.65,INR
1913,12.33,INR
1914,9.66,USD
1915,10.19,USD
1916,36.96,INR
1917,10.48,INR
1918,43.44,USD
1919,34.92,USD
1920,44.58,INR
1921,15.94,USD
1922,18.03,USD
1923,34.24,USD
1924,23.29,INR
1925,21.43,USD
1926,40.47,INR
1927,16.36,USD
1928,12.51,USD
1929,16.16,USD
1930,22.55,USD
1931,43.93,USD
1932,31.56,USD
1933,7.95,INR
1934,25.29,USD
1935,9.51,USD
1936,38.27,USD
1937,14.28,USD
1938,38.82,INR
1939,6.08,INR
1940,37.61,USD
1941,39.35,INR
1942,49.17,INR
1943,14.0,INR
1944,8.69,USD
1945,17.24,USD
1946,21.98,INR
1947,35.93,USD
1948,47.69,USD
1949,34.25,USD
1950,6.51,USD
1951,16.44,INR
1952,18.91,USD
1953,11.77,INR
1954,49.66,INR
1955,15.71,USD
1956,37.11,INR
1957,38.84,INR
1958,38.52,USD
1959,11.1,USD
1960,34.77,INR
1961,16.63,USD
1962,6.44,USD
1963,49.92,USD
1964,11.57,INR
1965,42.65,USD
1966,7.98,INR
1967,13.52,USD
1968,29.53,USD
1969,26.69,INR
1970,14.96,INR
1971,17.1,USD
1972,48.92,USD
1973,26.29,INR
1974,30.91,USD
1975,16.34,USD
1976,5.88,USD
1977,15.96,INR
1978,31.97,INR
1979,37.03,USD
1980,43.15,USD
1981,8.9,INR
1982,9.59,USD
1983,41.92,INR
1984,10.95,INR
1985,29.27,USD
1986,26.45,USD
1987,35.8,USD
1988,17.38,INR
1989,17.04,INR
1990,14.48,USD
1991,37.15,USD
1992,48.71,INR
1993,23.84,INR
1994,47.38,INR
1995,41.66,USD
1996,14.64,INR
1997,34.71,USD
1998,23.46,USD
1999,6.4,INR
2000,30.18,INR
2001,37.98,INR
2002,14.89,INR
2003,33.19,INR
2004,28.32,INR
2005,42.41,USD
2006,20.2,INR
2007,45.06,USD
2008,21.4,USD
2009,32.74,INR
2010,26.08,INR
2011,15.23,USD
2012,17.76,USD
2013,18.28,USD
2014,24.33,INR
2015,47.49,USD
2016,25.43,INR
2017,23.2,USD
2018,42.33,INR
2019,36.81,INR
2020,8.53,USD
2021,20.23,USD
2022,29.82,USD
2023,5.77,USD
2024,9.82,INR
2025,10.85,INR
2026,49.07,USD
2027,21.0,INR
2028,19.67,USD
2029,15.33,USD
2030,43.6,USD
2031,29.83,INR
2032,27.84,INR
2033,49.42,USD
2034,45.76,USD
2035,16.63,USD
2036,22.46,USD
2037,11.35,USD
2038,29.76,USD
2039,7.02,INR
2040,5.42,USD
2041,37.51,USD
2042,42.22,INR
2043,34.08,INR
2044,40.18,INR
2045,17.61,INR
2046,21.23,INR
2047,21.19,INR
2048,29.58,INR
2049,21.55,USD
2050,33.55,USD
2051,22.78,USD
2052,42.75,INR
2053,39.76,INR
2054,22.56,USD
2055,13.85,USD
2056,21.69,USD
2057,11.47,USD
2058,6.57,USD
2059,46.01,INR
2060,14.65,INR
2061,42.23,USD
2062,17.91,INR
2063,9.56,INR
2064,27.74,INR
2065,27.75,INR
2066,26.29,INR
2067,20.33,INR
2068,40.37,USD
2069,20.62,USD
2070,40.48,INR
2071,5.19,INR
2072,45.37,INR
2073,8.65,INR
2074,49.38,USD
2075,28.13,USD
2076,49.39,INR
2077,40.02,INR
2078,44.92,USD
2079,33.69,USD
2080,7.77,INR
2081,27.23,INR
2082,41.54,INR
2083,33.09,INR
2084,47.44,INR
2085,23.81,INR
2086,12.54,INR
2087,48.85,USD
2088,39.99,INR
2089,44.55,USD
2090,38.03,USD
2091,33.46,USD
2092,27.45,INR
2093,13.97,INR
2094,10.39,USD
2095,14.54,INR
2096,17.75,USD
2097,11.3,INR
2098,39.02,USD
2099,37.65,INR
2100,47.09,USD
2101,31.63,INR
2102,23.48,INR
2103,13.65,USD
2104,21.21,USD
2105,34.39,INR
2106,48.79,USD
2107,46.24,USD
2108,27.7,INR
2109,21.55,INR
2110,49.14,INR
2111,20.21,USD
2112,14.88,USD
2113,24.51,INR
2114,12.12,USD
2115,16.9,USD
2116,31.49,INR
2117,13.86,INR
2118,41.46,USD
2119,5.44,INR
2120,46.21,USD
2121,29.98,INR
2122,49.21,INR
2123,35.97,INR
2124,26.52,INR
2125,13.12,USD
2126,11.48,INR
2127,24.02,USD
2128,24.17,INR
2129,33.77,INR
2130,39.09,INR
2131,46.31,USD
2132,34.47,USD
2133,39.1,INR
2134,44.33,USD
2135,7.57,USD
2136,9.39,USD
2137,29.59,USD
2138,21.03,USD
2139,7.82,USD
2140,38.84,USD
2141,19.36,USD
2142,34.71,USD
2143,22.42,INR
2144,37.75,INR
2145,17.28,INR
2146,26.24,USD
2147,26.09,INR
2148,13.69,USD
2149,23.3,USD
2150,36.69,USD
2151,19.4,USD
2152,43.98,INR
2153,30.75,USD
2154,49.78,USD
2155,23.32,USD
2156,15.6,INR
2157,46.6,INR
2158,43.87,INR
2159,48.24,INR
2160,31.15,USD
2161,48.57,USD
2162,22.49,USD
2163,44.49,USD
2164,33.0,USD
2165,29.74,USD
2166,37.44,USD
2167,25.52,USD
2168,29.2,USD
2169,30.46,USD
2170,5.02,INR
2171,49.22,USD
2172,37.14,INR
2173,16.65,INR
2174,40.81,INR
2175,25.11,USD
2176,14.89,USD
2177,5.27,USD
2178,5.1,INR
2179,7.31,INR
2180,12.88,USD
2181,5.68,USD
2182,8.7,USD
2183,45.34,USD
2184,37.59,USD
2185,45.13,USD
2186,9.69,USD
2187,11.35,USD
2188,26.76,INR
2189,23.46,INR
2190,44.65,INR
2191,35.84,INR
2192,49.14,USD
2193,34.26,INR
2194,36.85,USD
2195,14.68,INR
2196,45.7,USD
2197,15.08,INR
2198,21.69,USD
2199,31.97,USD
2200,17.69,USD
2201,15.2,INR
2202,32.97,USD
2203,31.59,USD
2204,12.86,INR
2205,34.17,INR
2206,24.61,USD
2207,24.96,INR
2208,34.52,USD
2209,18.16,USD
2210,19.65,USD
2211,24.29,INR
2212,33.61,INR
2213,15.04,INR
2214,14.79,INR
2215,26.78,INR
2216,23.86,INR
2217,7.45,USD
2218,10.95,INR
2219,24.34,INR
2220,41.48,USD
2221,43.73,INR
2222,14.65,USD
2223,43.86,INR
2224,32.01,USD
2225,39.68,USD
2226,49.5,USD
2227,44.76,USD
2228,45.48,INR
2229,42.73,USD
2230,32.6,USD
2231,13.79,USD
2232,43.48,INR
2233,32.27,INR
2234,14.53,USD
2235,48.96,INR
2236,41.49,INR
2237,24.49,USD
2238,24.35,USD
2239,40.78,INR
2240,40.61,USD
2241,37.29,INR
2242,6.9,INR
2243,40.19,INR
2244,33.81,INR
2245,24.32,INR
2246,28.31,INR
2247,41.57,INR
2248,5.86,INR
2249,14.0,INR
2250,16.96,INR
2251,21.04,INR
2252,43.27,USD
2253,20.54,USD
2254,38.35,USD
2255,20.55,USD
2256,27.03,USD
2257,26.52,INR
2258,32.69,USD
2259,20.1,USD
2260,40.51,USD
2261,11.53,INR
2262,44.91,USD
2263,41.85,INR
2264,37.23,USD
2265,10.26,INR
2266,7.05,INR
2267,21.35,INR
2268,15.71,USD
2269,35.38,USD
2270,7.55,INR
2271,37.08,USD
2272,28.8,USD
2273,11.29,USD
2274,10.71,INR
2275,32.17,USD
2276,5.05,USD
2277,49.66,INR
2278,30.66,USD
2279,11.93,INR
2280,49.73,INR
2281,44.56,INR
2282,7.88,USD
2283,41.77,USD
2284,48.82,USD
2285,18.42,INR
2286,20.19,INR
2287,39.44,INR
2288,39.02,INR
2289,8.51,INR
2290,6.63,INR
2291,10.14,USD
2292,44.31,USD
2293,7.8,INR
2294,28.69,USD
2295,25.07,USD
2296,42.74,INR
2297,7.7,USD
2298,13.91,INR
2299,18.55,USD
2300,21.25,INR
2301,49.2,INR
2302,23.36,INR
2303,7.85,USD
2304,30.13,INR
2305,19.78,INR
2306,39.29,USD
2307,37.12,USD
2308,21.38,INR
2309,32.14,USD
2310,16.21,INR
2311,14.52,USD
2312,44.57,USD
2313,41.52,USD
2314,22.67,USD
2315,42.72,INR
2316,25.81,USD
2317,44.08,USD
2318,21.72,INR
2319,27.96,USD
2320,31.25,USD
2321,7.4,INR
2322,7.32,USD
2323,32.17,USD
2324,34.92,USD
2325,12.11,USD
2326,20.32,INR
2327,30.61,INR
2328,11.98,USD
2329,47.8,INR
2330,20.77,INR
2331,43.43,INR
2332,7.35,INR
2333,40.37,USD
2334,49.7,USD
2335,5.57,INR
2336,30.37,USD
2337,19.32,USD
2338,5.24,USD
2339,7.7,USD
2340,17.16,USD
2341,26.49,INR
2342,45.66,USD
2343,33.03,INR
2344,24.47,INR
2345,15.46,USD
2346,20.95,USD
2347,37.26,INR
2348,36.72,INR
2349,37.7,USD
2350,10.34,INR
2351,46.66,INR
2352,25.73,USD
2353,33.74,USD
2354,17.99,INR
2355,37.41,USD
2356,37.37,USD
2357,14.11,INR
2358,37.75,USD
2359,19.72,INR
2360,32.81,INR
2361,9.82,INR
2362,44.23,INR
2363,5.69,USD
2364,41.21,INR
2365,43.9,USD
2366,19.82,USD
2367,6.44,USD
2368,9.57,INR
2369,20.22,INR
2370,31.26,INR
2371,35.21,INR
2372,24.22,INR
2373,12.49,USD
2374,36.21,USD
2375,22.41,INR
2376,18.07,USD
2377,17.43,INR
2378,8.86,INR
2379,31.0,USD
2380,30.08,INR
2381,47.89,USD
2382,36.0,INR
2383,6.95,USD
2384,12.19,USD
2385,8.12,INR
2386,6.59,INR
2387,33.41,INR
2388,14.68,USD
2389,46.19,INR
2390,11.76,INR
2391,22.24,USD
2392,29.14,INR
2393,17.01,USD
2394,27.88,USD
2395,36.59,INR
2396,46.7,INR
2397,18.77,USD
2398,40.74,INR
2399,30.19,USD
2400,13.65,INR
2401,31.12,USD
2402,28.58,USD
2403,47.02,USD
2404,48.37,USD
2405,33.14,INR
2406,39.08,USD
2407,47.86,INR
2408,25.27,USD
2409,29.95,USD
2410,38.96,INR
2411,8.82,USD
2412,30.01,USD
2413,18.56,INR
2414,44.57,INR
2415,21.67,INR
2416,40.94,USD
2417,9.36,USD
2418,42.98,INR
2419,12.76,INR
2420,22.91,INR
2421,35.93,USD
2422,45.0,INR
2423,20.96,INR
2424,28.87,USD
2425,12.36,USD
2426,27.88,USD
2427,41.3,INR
2428,6.06,INR
2429,46.84,USD
2430,45.67,INR
2431,43.97,INR
2432,18.76,INR
2433,25.01,INR
2434,18.38,USD
2435,47.05,INR
2436,48.98,USD
2437,26.67,INR
2438,26.73,USD
2439,35.72,INR
2440,32.33,INR
2441,47.63,USD
2442,33.85,USD
2443,41.86,USD
2444,44.29,USD
2445,17.67,INR
2446,46.82,USD
2447,20.03,INR
2448,33.44,USD
2449,12.33,USD
2450,22.7,USD
2451,41.97,INR
2452,19.79,USD
2453,27.4,INR
2454,40.03,INR
2455,6.23,INR
2456,13.21,INR
2457,45.68,INR
2458,22.8,INR
2459,38.12,INR
2460,7.15,USD
2461,11.92,INR
2462,8.56,INR
2463,34.07,INR
2464,17.13,INR
2465,5.89,USD
2466,7.27,USD
2467,35.46,INR
2468,9.51,INR
2469,9.52,INR
2470,47.1,INR
2471,18.82,USD
2472,39.89,INR
2473,11.69,INR
2474,17.64,INR
2475,43.9,USD
2476,8.8,INR
2477,5.45,USD
2478,18.16,USD
2479,28.75,USD
2480,15.22,USD
2481,24.91,INR
2482,46.42,INR
2483,45.81,USD
2484,35.09,USD
2485,33.01,INR
2486,44.78,INR
2487,45.76,USD
2488,25.44,INR
2489,30.05,USD
2490,25.56,INR
2491,15.12,INR
2492,46.08,USD
2493,13.27,USD
2494,32.84,USD
2495,20.92,INR
2496,42.42,USD
2497,12.4,INR
2498,30.6,USD
2499,10.19,USD
2500,28.88,INR
2501,26.96,USD
2502,11.48,USD
2503,31.28,INR
2504,30.85,USD
2505,28.23,USD
2506,13.64,USD
2507,16.93,INR
2508,45.34,USD
2509,36.06,USD
2510,41.74,USD
2511,19.41,USD
2512,12.67,USD
2513,16.03,INR
2514,18.88,INR
2515,11.5,USD
2516,17.5,USD
2517,40.7,USD
2518,24.98,INR
2519,6.97,USD
2520,6.24,INR
2521,18.59,INR
2522,12.72,USD
2523,48.79,USD
2524,20.53,USD
2525,36.89,INR
2526,48.2,USD
2527,10.81,INR
2528,47.43,INR
2529,41.23,INR
2530,27.33,USD
2531,10.57,INR
2532,11.07,INR
2533,9.18,USD
2534,30.41,INR
2535,32.6,USD
2536,12.79,USD
2537,27.31,INR
2538,43.6,USD
2539,7.41,INR
2540,32.6,INR
2541,9.82,USD
2542,20.86,USD
2543,25.11,INR
2544,35.25,INR
2545,7.08,USD
2546,28.29,INR
2547,41.42,USD
2548,10.24,USD
2549,36.37,USD
2550,23.34,INR
2551,17.1,USD
2552,7.98,USD
2553,44.96,USD
2554,8.46,INR
2555,34.2,USD
2556,16.66,INR
2557,10.28,INR
2558,36.79,INR
2559,41.01,INR
2560,41.81,INR
2561,45.13,USD
2562,28.14,INR
2563,38.19,INR
2564,20.86,INR
2565,20.07,INR
2566,29.45,INR
2567,18.84,INR
2568,29.41,INR
2569,19.81,USD
2570,48.77,USD
2571,20.36,USD
2572,31.27,INR
2573,36.54,INR
2574,36.71,USD
2575,13.67,INR
2576,25.92,USD
2577,10.13,USD
2578,45.89,USD
2579,31.2,INR
2580,43.6,INR
2581,19.78,USD
2582,22.92,USD
2583,19.16,USD
2584,45.12,INR
2585,10.51,USD
2586,28.31,USD
2587,18.09,INR
2588,8.04,USD
2589,24.81,INR
2590,40.9,INR
2591,43.85,USD
2592,37.88,USD
2593,49.05,USD
2594,15.64,USD
2595,43.32,INR
2596,46.57,USD
2597,27.24,INR
2598,30.62,INR
2599,9.62,USD
2600,29.55,USD
2601,21.77,USD
2602,39.66,INR
2603,32.96,USD
2604,49.9,INR
2605,6.24,USD
2606,12.62,USD
2607,11.67,USD
2608,12.8,INR
2609,28.93,USD
2610,46.13,USD
2611,7.28,USD
2612,18.74,INR
2613,29.44,USD
2614,11.4,USD
2615,27.78,USD
2616,37.61,INR
2617,19.66,USD
2618,37.7,USD
2619,17.85,USD
2620,9.45,USD
2621,11.44,USD
2622,5.25,INR
2623,18.02,USD
2624,33.85,USD
2625,34.22,INR
2626,15.87,INR
2627,12.15,USD
2628,14.6,USD
2629,37.92,INR
2630,20.66,USD
2631,46.76,USD
2632,33.81,INR
2633,39.95,USD
2634,14.11,USD
2635,41.55,USD
2636,32.28,INR
2637,16.03,USD
2638,48.65,USD
2639,44.39,INR
2640,41.94,INR
2641,39.23,USD
2642,38.67,USD
2643,37.16,INR
2644,45.27,INR
2645,27.69,INR
2646,26.17,INR
2647,14.31,USD
2648,12.38,USD
2649,11.19,INR
2650,35.7,INR
2651,22.83,INR
2652,26.78,USD
2653,12.73,USD
2654,20.46,USD
2655,44.52,USD
2656,10.18,USD
2657,5.04,USD
2658,40.75,USD
2659,28.51,USD
2660,9.84,USD
2661,17.22,USD
2662,13.53,INR
2663,9.33,USD
2664,34.44,INR
2665,31.5,INR
2666,36.26,USD
2667,7.4,USD
2668,25.07,INR
2669,8.44,USD
2670,44.24,USD
2671,46.44,USD
2672,8.44,USD
2673,28.47,INR
2674,39.88,USD
2675,9.18,INR
2676,34.78,INR
2677,20.42,USD
2678,20.4,INR
2679,45.38,INR
2680,16.96,USD
2681,19.66,INR
2682,27.59,INR
2683,46.17,USD
2684,15.91,USD
2685,41.72,INR
2686,49.84,INR
2687,29.13,USD
2688,39.73,INR
2689,32.19,INR
2690,20.91,USD
2691,9.42,INR
2692,11.72,USD
2693,36.58,INR
2694,47.06,INR
2695,49.3,USD
2696,6.87,USD
2697,27.33,INR
2698,27.16,USD
2699,20.1,USD
2700,28.1,INR
2701,9.19,USD
2702,41.08,INR
2703,40.08,INR
2704,22.5,INR
2705,26.76,INR
2706,23.13,INR
2707,43.75,INR
2708,30.25,INR
2709,18.93,USD
2710,44.94,USD
2711,40.24,USD
2712,17.31,USD
2713,28.72,INR
2714,27.56,INR
2715,26.32,INR
2716,32.5,USD
2717,34.89,USD
2718,36.61,INR
2719,47.94,INR
2720,28.29,INR
2721,29.19,INR
2722,8.85,INR
2723,7.33,USD
2724,37.37,INR
2725,40.45,INR
2726,27.33,INR
2727,46.68,INR
2728,22.4,USD
2729,48.99,USD
2730,39.47,INR
2731,47.47,INR
2732,36.29,INR
2733,6.61,USD
2734,46.93,USD
2735,31.93,USD
2736,38.47,INR
2737,23.14,USD
2738,48.05,USD
2739,9.16,INR
2740,6.06,USD
2741,42.72,INR
2742,25.83,USD
2743,46.45,INR
2744,27.42,INR
2745,14.75,USD
2746,20.82,USD
2747,42.87,USD
2748,13.25,USD
2749,18.21,INR
2750,49.58,USD
2751,7.97,INR
2752,37.1,INR
2753,21.83,INR
2754,25.24,USD
2755,12.44,USD
2756,35.63,USD
2757,5.96,USD
2758,6.39,USD
2759,17.98,INR
2760,7.46,INR
2761,41.66,INR
2762,36.59,USD
2763,21.11,USD
2764,24.12,USD
2765,34.63,USD
2766,18.11,USD
2767,17.04,INR
2768,20.87,INR
2769,41.38,INR
2770,45.3,INR
2771,5.37,INR
2772,28.87,INR
2773,36.0,USD
2774,7.72,USD
2775,17.57,INR
2776,6.35,INR
2777,6.46,USD
2778,15.57,USD
2779,20.42,USD
2780,23.69,USD
2781,38.59,USD
2782,40.96,INR
2783,9.17,INR
2784,6.27,INR
2785,30.59,INR
2786,18.81,INR
2787,31.09,USD
2788,43.44,INR
2789,28.34,USD
2790,36.58,USD
2791,39.13,USD
2792,32.98,INR
2793,41.3,INR
2794,42.55,USD
2795,15.98,INR
2796,44.43,INR
2797,42.89,USD
2798,20.56,INR
2799,46.7,USD
2800,22.49,USD
2801,48.41,INR
2802,39.64,USD
2803,33.95,INR
2804,6.55,INR
2805,47.03,USD
2806,12.88,INR
2807,30.66,USD
2808,30.86,USD
2809,34.46,USD
2810,42.91,USD
2811,42.08,INR
2812,24.87,USD
2813,15.67,USD
2814,12.64,INR
2815,16.03,INR
2816,7.96,INR
2817,30.33,USD
2818,33.14,USD
2819,9.79,INR
2820,47.44,INR
2821,40.98,INR
2822,25.98,INR
2823,11.92,INR
2824,49.85,INR
2825,44.46,INR
2826,49.33,INR
2827,15.14,INR
2828,45.8,USD
2829,17.63,USD
2830,38.57,INR
2831,25.57,INR
2832,16.61,INR
2833,32.35,USD
2834,26.82,INR
2835,6.89,USD
2836,35.72,USD
2837,25.39,USD
2838,20.81,USD
2839,46.1,USD
2840,7.84,USD
2841,34.02,INR
2842,32.51,USD
2843,44.88,INR
2844,42.14,USD
2845,8.87,INR
2846,18.46,INR
2847,11.38,INR
2848,35.28,USD
2849,27.2,INR
2850,14.06,INR
2851,10.8,USD
2852,6.14,INR
2853,34.69,USD
2854,8.14,USD
2855,35.97,INR
2856,39.5,INR
2857,20.1,INR
2858,28.87,INR
2859,44.26,USD
2860,35.75,USD
2861,38.21,INR
2862,45.44,INR
2863,20.54,INR
2864,37.7,USD
2865,47.4,INR
2866,12.51,USD
2867,32.47,USD
2868,8.52,INR
2869,8.8,USD
2870,30.42,INR
2871,28.26,INR
2872,39.41,INR
2873,9.31,USD
2874,30.65,USD
2875,8.78,INR
2876,9.12,USD
2877,32.03,INR
2878,32.56,USD
2879,22.57,INR
2880,27.38,INR
2881,42.64,USD
2882,43.28,USD
2883,33.34,USD
2884,5.52,USD
2885,16.27,USD
2886,9.53,INR
2887,17.92,INR
2888,18.58,INR
2889,31.7,USD
2890,39.52,INR
2891,27.22,USD
2892,10.21,USD
2893,23.79,USD
2894,41.36,INR
2895,33.65,INR
